id,street,city,state,postal_code,country
c19d32c0-fbad-40c3-b758-be02d611739d,81947 Harrison Stream,Codyfort,Montana,50497,Switzerland
62b1a525-6298-4e83-90f8-0c5bd15717b3,2477 Reynolds Landing,Hendersonport,Delaware,34826,Guinea
e3698066-c5da-427f-b15d-aad6d6de64ec,097 Pam Canyon,Kevinfort,Iowa,83853,Switzerland
ac0c9898-4cc1-43cf-9fe8-b1bd0302993d,5928 Angela Lights Apt. 292,Melissamouth,Nebraska,01111,Saint Vincent and the Grenadines
f589a042-9b57-4902-82d5-58b94d0b6908,90808 Brewer Track,Roseborough,New York,93275,Fiji
bd8872ca-c23e-4d9b-ba60-638e10328c4f,324 Young Parkway Suite 997,Schmittland,Wyoming,04652,Samoa
53dfe1da-6fda-4efb-b297-e9134943697d,71064 Kelley Fall Suite 370,Richardshire,West Virginia,21633,Saint Helena
effcf381-c730-40b6-98d5-14fc97c1468b,865 Nancy Inlet Apt. 586,Lucasside,New Hampshire,52874,Namibia
6464acfe-2a16-47a2-9b0e-a5af3ed93a6c,32653 Julie Fields Apt. 350,West Robinport,Hawaii,17665,Israel
9f75fca0-187b-4147-b874-9b00401e64de,56029 Sarah Ridge,North Jamesland,Mississippi,53429,Cook Islands
f2c289f2-79eb-449f-a28b-e9fe4e601019,873 Doyle Creek,South Jamesberg,Oregon,41895,Iraq
9c7e6be2-86b2-4879-9f80-df9e09922352,0545 Harris Cliff,East Gregory,West Virginia,36457,Singapore
ac3917fb-4ebc-42b1-b4e0-87ea21ce198c,0108 Dustin Avenue,Rebeccafort,Oklahoma,64915,Antigua and Barbuda
23efb2d5-c906-46e8-b013-fa2640e03985,5090 Sharon Fall,East Debbie,West Virginia,12298,Pitcairn Islands
5dae6c57-9dcf-44b9-b374-c7c68d5264db,679 Scott Villages Apt. 135,Fordmouth,Louisiana,86162,Kyrgyz Republic
514c94af-c8c5-4339-b139-cc01eadc1a72,742 Francis Tunnel Suite 292,Jamesborough,Illinois,48446,Tajikistan
2d570662-1cfa-43a2-b410-a42b2b764fff,30887 Morgan Cove Suite 696,South Nathan,Wisconsin,13528,Faroe Islands
287e0173-ae8d-4352-8180-7420ef3f68c8,9619 Bates Divide,Rivasshire,Utah,10921,Senegal
55a8527c-8079-477a-9d63-972ddf05e21e,23126 Jonathon Springs Suite 210,Liuport,Louisiana,29368,Ukraine
94ccd67c-c1d7-41d1-88ae-448725a3dd87,14316 Anthony Meadow Apt. 584,West Travisborough,Maine,61289,Madagascar
468b9d8f-fa8e-4d46-ab4a-195e6531ff26,72025 Wright Manors Apt. 807,West Jacobfort,Pennsylvania,08051,Ecuador
b1a591b4-1d96-4e77-ac8d-4ec1d0e2c3d8,9318 Gomez Club,Angelaside,Michigan,15313,Ecuador
1a98bd6c-d999-4371-bbb8-40f72bc31241,5631 Karla Forges,North Shaun,Virginia,31508,Liechtenstein
63634e1a-a17b-4f85-85f9-0c0951ed65e3,4096 Tracy Squares,Joannaland,Minnesota,39963,Comoros
d49b5147-1a87-4923-86ff-328f816e21bf,38352 Willis Center,Lake Timothy,Nebraska,51673,Gambia
303f73bd-9206-4ca8-bd00-1d0caac27b44,621 Karl Burgs,North Rebecca,Minnesota,48822,Serbia
04b01b80-d859-48eb-b170-e29be107ca34,474 Davis Pike,Belindaton,South Dakota,68335,Bahrain
bad8e7fb-4003-4482-bfde-ea4147aad78d,74676 Ariel Passage,West Morganview,Vermont,34605,Guadeloupe
d622d60d-2913-4764-80a3-47ff4850b372,5699 Laura Points,Derrickside,Iowa,96709,El Salvador
91bc0b6c-de0b-4651-9334-005078c8f33a,474 Kathy Mission,Sarahview,Kansas,99409,Estonia
1b701924-e709-4499-b700-436e168fdbf4,223 Hayley Union,New Natasha,Montana,23346,Gambia
2b12e96c-6605-4cb1-9593-7347d7ead6f5,9788 Cindy Vista Suite 923,New Jenniferbury,Alaska,50926,Greenland
ebeb959b-da46-4d28-8635-86dec3a61afa,3164 Morgan Road Apt. 331,Bassborough,Massachusetts,80168,Sierra Leone
04e2737e-4ce9-43d3-8fef-97e61ac0598c,0674 Taylor Ridge,Edwardfort,South Dakota,93597,San Marino
235628d9-93b2-41b3-94d4-1651ac1865e5,9379 Lloyd Lock Suite 868,New Rhonda,Washington,65539,Qatar
f1f6ed32-a89d-46da-a92a-bd71bbf75089,06172 Lopez Key Apt. 960,West Christopher,Pennsylvania,42258,Cook Islands
b4d50a9c-e949-41b5-8c6c-9d6db500e4b3,061 Donald Springs,Navarrofurt,Wisconsin,08353,Korea
13cac344-13fe-4f13-b12d-d61379804466,69237 Dillon Valleys Suite 528,Williamsmouth,Massachusetts,30900,Libyan Arab Jamahiriya
b9522ee0-4dd3-4751-b834-862abb59805a,8208 Jackson Port,North Marie,Pennsylvania,71940,Belize
3f73fe62-9f19-40d9-a4e3-3bb036384f7c,23776 Cody Summit Suite 415,Jacksonborough,Utah,16973,Finland
bdbc83be-c7af-4204-bdd2-4fa1029dd52e,367 Thompson Skyway,Jameshaven,Georgia,09817,Malawi
b9d2c99a-ed8f-4158-8996-4a95686474ff,2775 Rodriguez Flats,New Steven,Michigan,62142,Saint Kitts and Nevis
68ebbc1b-0e44-402d-9510-f87b82eb1edb,40843 Haas Lake,South Jennifertown,New Hampshire,34652,Romania
846e2a32-6449-42c1-b886-8a4e5eeb6070,2872 Morgan Garden Apt. 765,New Pamela,Ohio,39468,Taiwan
2cb04693-e412-4ac5-9eef-2d871f10dafb,067 Derek Wells Apt. 786,Johnview,Georgia,74995,Mauritania
d8bab539-3f01-4477-aac0-0ab89f4c318c,38273 Anderson Prairie Suite 053,Willieshire,South Carolina,64615,Antarctica (the territory South of 60 deg S)
3e7e6c4a-bb6c-487f-8e99-3a5d5c8a95e8,39458 Karen Spurs,Bradshawhaven,Nebraska,27139,Mozambique
cae2d6d7-6cf9-432a-8e1e-6fde56831672,3956 Tran Plains Apt. 770,South Jessica,Wisconsin,79416,Holy See (Vatican City State)
19c10b31-a440-4c7b-b980-cc7c9e1949b3,31559 Reed Square,Adamsville,North Dakota,49449,Ireland
dd0ffc7a-df16-41be-af5f-7344b69612e6,246 James Cliff Suite 205,Lake Arianamouth,Iowa,73526,Jamaica
12a938a7-f729-4e62-af53-921537eb469e,7214 Dean Mountain,South Michael,Alabama,93334,Azerbaijan
727e2393-ff5e-4cc4-b7d6-f238be6c3d3e,65843 Miller Circles,North Mark,Alabama,70495,Saint Martin
feafdc91-61ff-43e5-8040-aff9b84b5224,85397 Moore Square Suite 338,Port Jorgeport,Alaska,51158,Palestinian Territory
bc6692b7-6931-49e5-a791-8e27294060b5,063 Hale Stravenue Suite 792,Lake Leslie,Minnesota,07922,Iceland
b07d628f-7649-427a-bfee-cf712990553f,44488 Thomas Coves,Markton,New Mexico,80099,Cuba
dabbc1fd-f1c3-4c5d-800b-a1eeded4b7f5,712 Grant Trace,Rodriguezfurt,Ohio,38977,Dominican Republic
83929179-a329-4d7d-9069-02c973e1dfc5,0290 Lowe Glens Apt. 834,Port Kimberly,Indiana,50875,Denmark
3347fcd4-3668-47b5-8a77-7431997cb0cd,6585 Burton Creek,South Christopher,Arkansas,38470,Korea
20b13cb8-a4e3-461e-a455-b3f74bf25285,40434 Aaron Forges,Sosatown,New York,34378,New Zealand
b1f56cf5-5d89-4dc8-8344-5b9ad6498c10,9112 Kelsey Isle,Port Autumnfurt,Connecticut,97105,Gabon
f73d3692-cb45-42c9-8daa-553f9e65c233,4770 Williams Light,South Aaron,New Jersey,01447,El Salvador
0b36a656-4c5a-4878-9ec1-17954f747de2,40597 Castro Hollow Apt. 174,Angelamouth,South Dakota,40067,Mali
a4d6989e-a272-498a-9290-7ceb0160f021,84646 Melissa Drive Apt. 671,Edwardville,Tennessee,23993,Puerto Rico
79b6d8b1-d8ae-46fb-8d6c-214082e1501e,48822 Robinson Point Apt. 304,Smithville,Louisiana,54113,Dominican Republic
ba83cee4-8427-4c83-9887-027fdc65e567,0101 Hayes Point Suite 107,Lake Anitashire,West Virginia,36431,Malaysia
a9e85f1a-01e8-4984-a5b9-ff314d68ae4a,05296 Henry Drives,Watsonhaven,Arizona,26882,Bahrain
6bc32832-41b4-4914-a93f-305e0200b528,5605 Pearson Isle,Lopezbury,New Jersey,08677,Turks and Caicos Islands
90735d29-f9e5-447d-9071-444c94b3ab18,10396 Brittney Run,Nicholsshire,Minnesota,78464,Heard Island and McDonald Islands
19ab750a-3012-4f86-a9ac-e38377bfaee2,4801 Heidi Heights,Lake Robinhaven,Alaska,44286,Rwanda
15853f78-e671-47c2-8a45-34137b97db14,67480 Sarah Manor,Thomaschester,Indiana,74397,Slovakia (Slovak Republic)
5a7ff3da-7a2b-4a1f-ae7d-9f7d4aff9a54,26551 Yang Dam,East Ashleyborough,Texas,20059,Samoa
89a5048b-08f9-4b0b-8dfb-8802ee48fed5,808 Craig River Suite 110,Charlesview,Minnesota,75601,Somalia
48888a3c-2fec-4bbd-bcac-0fc6a860b984,1324 Brewer Manors Apt. 114,South Garrett,West Virginia,65794,Madagascar
b91b7808-8c6c-4a12-a74e-6b8860b4c2c5,0717 Yvonne Hollow Apt. 038,Kimfort,Wyoming,49975,Taiwan
93d1fd8a-2aa5-4be7-8426-ec545455f84c,752 Howe Island Suite 202,Danielberg,California,51184,Nicaragua
2d2af64f-edef-46ea-bbb8-553abdc5a140,1094 Brian Cape Apt. 319,Pereztown,New York,97804,Estonia
5c17a89c-dbe3-4fc4-b857-6cda563c6154,392 Travis Islands Apt. 374,West Dylan,Tennessee,12387,Burundi
0924a8d4-3e90-4e1a-9827-1e218ce94a82,5282 Eric Mews,East Malikchester,Massachusetts,96209,Liechtenstein
ee7705b4-4e6c-4d0c-be63-001abcd7e4e0,666 Jeremy Crescent Suite 393,Martinfurt,Pennsylvania,24425,Eritrea
6feba1ed-d394-486a-87d4-e6f66daa96fd,30631 Jennings Loop Suite 682,Charlenemouth,Pennsylvania,61351,Sierra Leone
ca860585-fc6f-4af9-a701-8b6dffeaeb3e,17585 Tara Junctions Apt. 307,Evansshire,Louisiana,42586,Panama
4f21ddc3-03e3-4d82-a515-50f8b27ec5d2,80658 Wiley Cape Apt. 832,Alifurt,New Hampshire,26339,Benin
365fec48-d4da-48e4-ab0c-908f0f4382ae,01747 John Club,New Meredith,South Carolina,30383,Anguilla
b5fe24ef-22bc-4745-a432-e241427ecd33,679 Alisha Point Suite 013,Lake Roger,Delaware,12941,Mali
2ec95553-a340-4b33-9d14-f05a698a34af,520 Salazar Cliff,Hunterstad,Kansas,03988,Japan
08a534bc-3e00-4006-8e84-a7e5d66022af,815 Krause Turnpike Suite 165,Jenniferhaven,West Virginia,73613,Palestinian Territory
e7c928b5-cb60-4d24-95f2-67c824e4dfe5,86117 Kevin Alley,Ericaton,Delaware,80941,Afghanistan
1d2d04c3-913b-4ee3-90ea-3511b8e06dd1,800 Buckley Loop Apt. 511,Watersville,Kentucky,72794,Montenegro
75e0ffda-aa3e-44ba-8eff-6856db1112b5,752 Thomas Lock,West Michael,Florida,48346,Timor-Leste
186b49e2-3a7f-4d8b-a816-4841381f2786,12563 Pitts Throughway Apt. 561,Jenniferbury,Mississippi,74196,Liberia
547c32e9-c68c-42b8-a82d-9ee98b460cb1,3024 Brown Flats,Lake Daniel,Oklahoma,69791,British Indian Ocean Territory (Chagos Archipelago)
cddb3412-aaa9-462a-8c08-e4f79f2f7381,9058 Wells Curve,Richardsshire,Connecticut,23485,Bosnia and Herzegovina
49a70822-05f7-4d3a-970b-fedef49028aa,80018 Matthew Courts,East Angela,Texas,77647,Sudan
a5f8f715-6d6d-4a47-8897-09cf479676aa,501 John Mews,Lake Travisborough,Delaware,41515,Bosnia and Herzegovina
4c4a7496-f96f-4912-9436-615fdbfa3288,5687 Jeremy Unions,Stevensonland,Maryland,05044,Cape Verde
02ee1f77-bc64-4e32-860e-4cb93faafc09,1053 Lopez Pine,Garystad,Hawaii,84752,Brazil
5b815c0e-ac7a-44ac-95d8-d7b30c775eaa,66022 Padilla Corner,Port Davidmouth,Alabama,03307,Monaco
d17574bc-354d-4842-baa2-6f504c0b1f21,71062 Bradley Green,New Kenneth,Washington,58922,Kuwait
11c66478-754c-496b-8ebc-a50da18957c4,465 Danielle Dale,Daniellehaven,Connecticut,94289,Chad
c23d98ad-8d47-4f58-bee6-73bac1d7c587,21483 Steven Keys Apt. 011,Amberville,Colorado,20919,Kenya
10fdd8ec-572a-4964-936d-ed27bdaed713,62575 Landry Walk Suite 094,Sarahhaven,Nebraska,12871,Botswana
0f9f2ab9-4a9b-414f-9123-dcc696b87a32,0592 Victor Greens Suite 505,New Nathan,Montana,33299,Mali
86ee2427-7c88-477e-88fb-2d7904d50603,079 Rachel Run,Lake Michaelbury,Rhode Island,18075,Bulgaria
d95916d5-80f0-4380-afb5-d061f1cc03a7,3461 Lynch Course,West Timothy,Wisconsin,49635,Chile
44e84aa9-8df3-43b4-b6cf-2284e8224057,88399 Palmer Square Apt. 332,South Kylechester,Missouri,30542,Palestinian Territory
de299e74-bffc-4b3d-adeb-b02485b174f5,68950 Jonathan River,Fordside,Delaware,38804,Mauritius
d42698f5-dce4-449d-9286-d6d259e98bc6,4480 Williams Unions Suite 714,Lisaview,Mississippi,59959,Japan
805035c1-c7aa-4251-976b-1944473ff443,4411 Courtney Roads Apt. 153,New Beth,California,59612,Ethiopia
516aa457-2d18-4931-bc2e-a4b6b436cb0e,8810 Jamie Ranch Suite 001,Owenview,Rhode Island,39247,Cape Verde
823b23de-8d20-43c1-8014-8e76fb3ce45f,96118 Williams Corners Suite 224,North Jessica,Alaska,39284,French Southern Territories
723c6980-4a45-4877-8f94-629b176c192d,000 Ortiz Rest Suite 637,Robertside,Iowa,12967,Venezuela
7b0636a9-708c-4cda-9df5-f409d01d5a8c,88331 Ellis Extensions,Maryview,Arkansas,83221,Czech Republic
56492fc3-4fb1-4e20-9815-f068d965ea6f,67997 Benjamin Rapids Suite 095,Paulfurt,Arizona,89090,Libyan Arab Jamahiriya
2a0bfdce-a9cd-41aa-8f20-53d94b4377a1,631 Leslie View,Port Ronald,Utah,73737,Malta
cf694208-12e9-4bae-84f0-f116aa874e37,67695 Elizabeth Circles,North Charlesburgh,Minnesota,07229,Netherlands Antilles
da583140-674b-4004-89ef-c7f6ac2add6a,6036 Adams Road,Johnsontown,Minnesota,98700,Madagascar
29d3bf29-b3da-4b12-8ff6-e26caac1de68,718 Michael Rue Apt. 239,Mccormickport,Arkansas,17216,Bahamas
2f7b965c-1a6c-44e1-aaf6-caa16462469b,3929 Montgomery Roads Suite 108,Kristieside,West Virginia,32641,El Salvador
28fc7e48-b321-483f-94e2-8fc5a80b1fa8,65374 Martin Light Suite 401,Ortizchester,California,16158,Georgia
6a5b810c-ca98-44c7-aa80-2c789005d944,72642 Oliver Center Apt. 803,Larsontown,California,04977,Palestinian Territory
f38dd79f-3711-48c4-9b2a-ed71d6132cfd,834 Cody Knolls,Adamsstad,Connecticut,20389,Congo
a324f900-4fb3-433d-b915-8ca86c36c216,281 Michael Islands,South Jeffreyhaven,Colorado,63429,Luxembourg
f6599bf4-361a-45a3-b3ec-36cf1cf39cea,1764 Mendez Shores,West Jonathanmouth,Oklahoma,45630,Antigua and Barbuda
b350446d-bfdf-4971-9866-09b03c764de5,189 Rhonda Fields Suite 320,Gonzalezton,Montana,01241,Spain
f1ea3c73-a99c-4c6e-bf13-ec9814268cc7,8413 Bruce Neck Apt. 346,Ashleyberg,Kansas,46826,Estonia
ce988029-2848-4140-af7a-50bca8d11695,70437 Mcintosh Wall,West Jasonland,Tennessee,27469,El Salvador
668c9f2c-67fe-41b2-b51c-9515fad00824,952 Scott Ports Apt. 177,Robinsonborough,Vermont,32457,Guernsey
703aef30-8a35-48ab-9c7c-d63447a1f75f,30579 Monica Glens,Bowmanport,Oregon,41951,Cayman Islands
763f8db1-2ee6-4dbf-8bf2-f15cac5064df,56674 Andrew Islands Apt. 508,Colleenstad,Kansas,87092,Angola
1bd7c21d-d819-4894-b1bb-d7a5017b0597,07605 Lopez Mills,Hernandezfurt,Wyoming,99037,Burkina Faso
86e43544-1f9c-4c38-bc2f-1cfce1a4a065,14972 Barnes Dam,Lake Isaactown,Georgia,85019,Cameroon
396f45fb-092f-4a33-b101-f394ac33dae9,3094 Lindsey Cliffs Suite 483,Garciafort,Alabama,70460,Zambia
1958cab6-cd25-4924-97aa-dfc35ceb2dfc,66485 Scott Neck Apt. 178,Vargasfort,Alabama,94256,Chile
8fdb1dd5-2044-4f9a-a6f6-2865fa733af0,6121 Roy Drive Apt. 398,Mooreside,Louisiana,85288,Vanuatu
6544b8dd-f355-493f-b609-7f0a14f5c79b,3927 Wells Roads Suite 948,Vasquezmouth,Texas,49228,Bermuda
ceb2f7b7-53eb-43c9-98a9-83c006cdd3cf,74764 Warren Creek Apt. 333,New Ashley,Iowa,09332,Malta
1ec0b738-e86b-4d99-afc7-6a8776fb5cc8,54886 Sarah Alley,Lake Gregorymouth,Massachusetts,48797,Iceland
f924e38a-06a8-482a-9914-3f9c76ea7895,3522 Johnson Fort,North Davidview,Nevada,92846,Iceland
5fceeb78-d63e-4172-9b3b-b3cda62150ab,1785 Murphy Light,Loweryshire,Georgia,09074,Zimbabwe
81c63a94-149e-413d-ad3a-e89499230902,752 Newman Trail,Angieville,Colorado,69867,Thailand
9efba0d9-9495-4814-9072-242fc8c74dc7,053 Mcpherson Viaduct Apt. 096,Nancyburgh,Nebraska,67456,Egypt
cca8a890-4583-4989-8ec9-b8fd630bd6e4,56146 Jones Vista Suite 784,Edwinberg,Hawaii,94510,Rwanda
d4463972-22db-49c8-a6ca-5749506ec69a,751 Andersen Islands Suite 333,Andreamouth,Tennessee,23586,Norfolk Island
c42430e9-da49-4e0a-a88e-02174f8b16fc,63364 Hunt Ports,Deannaburgh,Arizona,51790,Pakistan
026531ec-58be-4bbf-ad7b-95e8f6aaaa64,6069 Diana Walks Apt. 654,Christopherstad,Maine,42131,Iran
0277ec70-e09b-4cc9-8cf5-c16f8db621c0,273 Sanchez Hollow Apt. 413,North Derekside,Idaho,56893,Saint Lucia
e1846007-8a6e-4f83-adbe-3c8d8f0c8187,206 Susan Fords,Port Georgebury,Arizona,10278,Gibraltar
7006d257-3523-4de9-a02b-fb591995edf0,0751 Thomas Square Apt. 755,Brianport,Alabama,06690,Philippines
8ee9c146-fbd8-4104-a94b-e84041de6d5a,980 Luis Fork Suite 830,South Tammy,Georgia,37683,Mexico
e931097e-3e15-44a7-a444-cb88f91e5f14,35226 Amanda Pike,New Ricktown,Missouri,19058,Haiti
5c657a97-d150-4b34-a85e-d0cb59a6af24,60387 Logan Loaf,New Carolynburgh,New Jersey,97746,United Kingdom
7626aceb-a548-41da-b991-dc5f889f7233,54648 Stacy Spurs,Michelleside,Vermont,19456,Andorra
2c052157-1d79-4478-9df2-e2e81e5a7759,7012 Leonard Overpass,Randallstad,Oregon,27021,Gibraltar
5ddd3a8f-f72f-4213-b0a1-c8149c59e844,192 Rodriguez Isle Suite 486,North Marissa,Utah,75776,French Polynesia
6f421ebe-b733-4a57-9a77-e1683c1d39b1,1676 Taylor Center,Loriport,Nevada,17164,Ghana
8aeb00af-c478-4eaa-98f0-743113ba5690,38534 Berger Unions,Marshallhaven,Mississippi,12486,Iraq
5c037f39-5e07-4748-bd8b-024edfbd6862,1300 Gillespie Cliff,Barbarastad,New York,24999,Turks and Caicos Islands
78a04796-a592-4a20-92da-effad1a99484,4187 Robert Harbors,South Evan,Missouri,75699,Guinea-Bissau
06d38053-61d5-433c-919e-eab606550e5f,38403 Mitchell Lane Suite 693,West Loriville,Iowa,62169,Philippines
d9ce5f8b-b55b-4b51-848b-68be090a2382,7113 Medina Springs Suite 487,Smithberg,South Dakota,43290,Greece
ca960ab8-91d5-43a9-a8f8-aa938c323578,52668 Alyssa Way Apt. 742,Johnsonberg,South Carolina,89516,Australia
5095aa2a-56f1-4eba-8688-dba4e24a1180,951 George Bypass,Elizabethton,Hawaii,98464,Christmas Island
f7dd0b39-2910-4052-a4a2-fd55fdecb597,89372 Tina Plains Suite 526,Scottberg,Virginia,43678,Grenada
ceeddfe0-64b4-4d88-ae91-48f9bb238683,993 Whitney Village,North Gary,Oregon,79636,Zambia
c8cefe20-8ab0-4e42-b041-f40b0ffc9236,807 Paul Plains,Robertland,Iowa,12487,Turkmenistan
297fdec4-0fa5-49ac-a769-f0cba78a9493,377 Paul Center,Port Sarah,Missouri,85227,Guadeloupe
b52ba120-0385-4002-8ad4-bfa3036bbe84,0570 Caitlyn Harbor,Brightfurt,Texas,81505,Indonesia
01c27247-6c79-49c9-987b-36e1c4c7a466,957 Hays Forge,Abigailhaven,West Virginia,94697,Cayman Islands
6f10ebe6-3143-456e-bab8-9bd23b13d547,2267 Bradshaw Rapids Suite 696,South Virginia,New Jersey,21969,Dominica
97eccbfa-a2d5-4010-9ab1-9dfda424eb38,002 Elizabeth Hollow Suite 173,Port Allison,Massachusetts,05197,Ukraine
477e74e4-fbb4-486e-ab4f-8e264894915b,83900 Smith Plain,Port Yolandaburgh,California,79202,American Samoa
4ec302be-95d9-416b-8073-2c0bd8028712,3834 Graham Island,Michaeltown,Oklahoma,40199,South Georgia and the South Sandwich Islands
81ed79aa-4087-44bb-bba5-8af937aaaf29,637 Michelle Islands,South Holly,Indiana,49623,Montenegro
edc41941-c098-408d-8f46-cde53b93e680,73909 Olson Coves,New Kennethside,Maine,14418,Jordan
9bfd584f-6f8c-4e17-aefd-d96e270634f1,944 Pamela Grove,Port Lindsay,Idaho,98685,Tajikistan
a9dfc7a3-6882-42db-a65a-de0f9d0f2d9a,8349 David Walk,Michaelfurt,Florida,07735,Burundi
812015cc-d686-41fd-bb13-12744b0c94f7,983 Green Estate Apt. 971,Pacetown,Florida,94358,Estonia
5db5444e-e91a-4240-967c-ceddcd6aa727,1008 Martin Station,Port Elizabethside,Colorado,33660,Rwanda
d74e40fc-3eb2-4db9-9413-3cf0237cfa88,313 Henry Parkway Apt. 555,Hawkinsville,Indiana,00855,Heard Island and McDonald Islands
9d14c195-8bf2-44ed-95b5-41e6b0c3b98d,97257 Brooks Corner Apt. 748,New Heatherberg,Mississippi,58794,Mali
152a907a-6c9f-4b1e-8e23-47144ba8d384,51035 Roberts Well Apt. 516,New Aarontown,Missouri,46121,New Zealand
fe244028-73ea-487f-b408-8d384c649e3c,5813 Davidson Green Apt. 005,Briantown,Virginia,31986,Equatorial Guinea
62eaae8e-455e-431e-9f2e-710e8b67a459,160 James Parkway,South Ana,Montana,88052,Micronesia
3d592541-0788-4ae3-9dae-7a1fb06bb47c,45605 Adams Heights,Ericfurt,Massachusetts,57865,Svalbard & Jan Mayen Islands
afa31794-e847-48a2-9132-b397196218c7,543 Stevenson Lodge Suite 523,Smithmouth,Alaska,29442,Belgium
ad648c7a-adfe-4119-a729-7bedfe0cb824,341 Smith Coves,Michaelfort,New Mexico,80001,Brazil
