id,amount,currency,date,type,risk_score
3fe38e65-408e-441b-8e19-241fac018bad,2381.32,USD,2025-05-06,credit,0.82
55fa29a4-07e9-45c1-9873-3adbb7918756,8166.65,EUR,2025-10-07,credit,0.61
bcb7b065-5edb-43d7-af1c-9b1ec01dda0f,949.25,USD,2025-10-03,credit,0.95
392f4972-1cfa-488a-8c24-9f124f01bf4e,1298.47,USD,2025-05-11,credit,0.34
b9a4e866-a71d-4112-b2cd-abe68df83d04,6193.44,USD,2024-10-12,credit,0.53
9575cbe5-e5bd-488d-83bf-7764da0f448d,335.41,GBP,2025-11-07,credit,0.87
eb28add2-6231-4f37-a3e4-e3671cfe6a15,3303.29,EUR,2024-06-26,debit,0.48
6ea384d0-0397-4590-8605-30d01cb38494,9502.67,USD,2025-08-28,credit,0.1
5c7883fd-b76f-4dd8-8a5c-f376d1bf610d,13312.77,USD,2024-11-27,credit,0.7
ff4f07d4-f859-45f5-8b6a-0524d9577fb2,7891.5,USD,2025-04-08,debit,0.91
349c9c66-1ff8-4340-a295-8f2d1218c5a5,11015.88,USD,2025-03-30,credit,0.92
bda9991b-01d4-457a-89af-68ae635b6711,18932.77,USD,2024-05-16,credit,0.6
01b0129c-934b-43de-a6ca-5e08b263e51c,18241.46,EUR,2025-12-11,credit,0.84
f3812f57-4647-417a-887b-4cfb811aac3f,13973.04,USD,2024-07-19,credit,0.41
4c805665-39cd-42ae-8e4f-deede8d882db,12243.24,GBP,2025-06-08,debit,0.56
5662b801-0a12-4879-85e3-702c6b791d79,4180.64,USD,2024-11-22,debit,0.16
e37d9dde-6e51-46ca-a6f2-2da2f85c07a8,19263.93,USD,2024-09-09,debit,0.4
fd405051-627e-4a7a-8018-f3100890477a,7042.64,USD,2025-02-14,credit,0.94
24107bae-8a6e-4155-9230-825619487bc5,16475.34,USD,2024-04-18,credit,0.94
4eca1ee3-8a2f-4b35-b28f-ed72dbecf2c0,17295.27,USD,2025-04-11,debit,0.72
a27d208b-18cf-45f0-afc1-983a9b6824db,8829.15,USD,2024-12-01,debit,0.04
b7e5dc1e-3900-43c9-bfba-7cc59a314baf,4950.22,USD,2024-11-16,credit,0.77
fd9c7a05-80c4-4544-82d9-c57519405c75,11381.55,USD,2025-04-04,debit,0.93
f1183dc1-3013-4f05-991b-0168a60fa70e,18125.58,USD,2026-01-22,debit,0.4
0936fd9b-5767-4d83-8a39-29715e0c8de3,11477.0,USD,2024-04-15,debit,0.27
ea2f3614-ef68-4f75-a680-bca31bdead10,9030.06,USD,2024-06-22,debit,0.51
b994df27-2bd9-444b-a901-313eb14af231,4557.71,USD,2025-08-23,credit,0.88
bcfcc7b1-be79-46f6-8c7f-013887471fa4,8924.58,EUR,2026-02-08,debit,0.4
bac837ab-bebc-4bae-a48d-41d3d5b266c9,5091.43,USD,2025-08-15,credit,0.55
ec796ce1-3e13-49a6-9000-c68dcc55b770,8261.75,USD,2024-11-05,debit,0.17
28d02a8b-47c4-4572-8cb2-596bf7aae396,3489.23,USD,2024-04-18,credit,0.95
6d4b9023-d22a-4182-8074-e9fe7f64ccba,8165.95,GBP,2024-03-31,credit,0.24
c4e66b84-20fa-4c95-bcc3-8201a9bed0c4,14323.35,USD,2025-02-12,debit,0.15
2dd42f66-7204-4ecf-bc70-1bd47f528190,15194.34,USD,2025-01-23,credit,0.68
9b55351a-c121-4076-97bf-7beb99bf5982,3268.19,EUR,2025-12-10,debit,0.25
e7ccf3cd-75be-4d6c-b34d-8132cdc1b16b,14018.17,USD,2024-06-07,credit,0.93
7574369e-6598-4deb-8d66-9ea0455e1632,4703.95,USD,2025-02-21,credit,0.01
f0ef9e29-40c8-4b16-a119-0798b673bf36,1645.94,EUR,2024-06-11,debit,0.14
441044d3-f809-47ff-9855-935a5b389673,9767.99,USD,2024-04-27,debit,0.57
3cbaa381-c402-467c-a76f-49a61fde1e9f,18244.4,USD,2026-01-22,debit,0.83
54c10ec7-0f25-4382-b7e9-466430a6aac1,15335.41,USD,2024-09-30,credit,0.71
cb8ee8ad-8dad-4d79-a634-aed60c811280,480.93,GBP,2025-09-30,debit,0.68
e11e49bb-6c8c-499a-ac8c-ad843f14a112,3687.92,USD,2025-11-19,debit,0.72
b9626a10-127e-4e06-a067-c51d1535300e,14043.3,GBP,2024-04-01,credit,0.19
a82ec8a5-4316-4366-a1c7-9f6c9312aaf3,8714.2,USD,2024-07-08,credit,0.44
66cecf18-5163-4e43-b5ba-9685732fcaf2,19565.06,USD,2026-02-04,credit,0.37
ca0a936b-b9fd-4450-8d7d-50bf066a26ea,6540.98,USD,2026-01-17,credit,0.48
ba798b98-c35f-4bfd-87db-a9bb8ef9c4f5,17359.56,USD,2025-01-02,debit,0.4
12446499-ff08-43c5-adda-848f96fd363a,10689.44,GBP,2024-09-30,credit,0.93
205f15c0-dce1-48e8-bfa4-74090b0a6043,8002.0,USD,2025-12-13,debit,0.68
a2ac7efe-edd0-442a-803d-7ecfd0aac7b0,16968.36,USD,2025-12-26,credit,0.62
4d7a019a-2a0c-4bf1-bd0c-dbf742b18384,848.32,USD,2025-02-14,debit,0.83
58148380-1450-4266-b57c-dc664a01248a,12908.18,GBP,2026-01-03,debit,0.05
d09b39c7-4c4a-40b9-aaf1-95592c3c50c3,11186.9,USD,2024-11-03,debit,0.5
7d4c957a-bbe9-4a7d-8c58-3d3a74db72bc,19920.92,GBP,2025-08-18,debit,0.56
a96552f9-488f-4e12-8fd9-c34ec1e5cae9,8603.4,GBP,2025-08-07,credit,0.45
82dae356-18df-4ea2-ac32-d2369ae0f86f,17599.72,USD,2026-02-06,debit,0.01
249c6fbf-6fc2-4225-b65b-8150fef04999,14910.84,USD,2024-11-09,credit,0.06
864fabec-dc36-40d0-8b4f-f8c4d69f199b,3826.93,EUR,2025-04-02,credit,0.16
f20758e6-ccff-4193-99fd-7e5cb3d8e342,15931.52,USD,2024-04-05,debit,0.8
3731a093-1afb-43f8-9d00-484c357b7644,13273.74,USD,2025-01-16,debit,0.86
9aaea88d-2f50-4894-9b07-6f97a5bd2a4f,18500.54,EUR,2024-03-14,credit,0.56
252bb0c1-61f2-49dd-8261-0975ea26ffd0,19965.78,USD,2024-07-04,credit,0.4
e66bcf9f-aac1-4700-9a2f-c43cf90c1e08,11474.24,USD,2025-11-14,credit,0.87
606ffa9c-47e6-4edb-8fe4-472ea54a26c7,19635.86,EUR,2024-08-11,credit,0.3
4393e9a2-4f7a-4d63-a898-f922a05e132f,7679.14,USD,2025-01-02,credit,0.44
19737804-d5f2-4640-a279-1c98d71b9c77,11788.95,GBP,2025-06-20,debit,0.88
4a9681fa-c401-4ce4-a96f-42a019b12199,13739.81,GBP,2024-11-13,debit,0.7
1beec60e-4aa6-481e-a91b-91479d1aaab7,11953.87,GBP,2026-01-31,credit,0.79
6854ac58-2bfa-4026-88c7-afb7a3a2bf0a,6588.23,USD,2024-07-01,credit,0.93
fa136d3c-3e06-42f6-b8e6-dc7a4e565157,10605.61,EUR,2024-11-04,credit,0.04
ae8a42b1-47dd-4aa3-9715-359dba032010,18050.77,USD,2024-03-27,debit,0.37
74e97e40-94df-4c98-8d90-089d2e4ecc6e,1147.61,EUR,2025-09-15,credit,0.44
dcc03810-3321-4a46-98ec-6eb71fa357fa,11997.73,USD,2025-12-03,debit,0.87
5c396265-c10c-4bc8-a76d-36f8883a8f21,7712.1,GBP,2024-11-18,credit,0.09
b9df3107-17c3-4cbe-a0ce-326cc862c718,12664.43,USD,2025-12-21,credit,0.34
b982f594-7286-4b0c-9ae3-9554ac424757,5976.65,USD,2025-10-27,credit,0.92
0adad617-589e-4def-99ae-a0c4c8dc0ab1,17768.91,USD,2024-11-24,debit,0.11
0de12002-7cb5-489a-a9f5-6676c53e4bf7,11587.55,USD,2025-01-28,debit,0.87
7934bc94-00ce-4b6e-ab5f-e5bef65cda96,2470.84,USD,2026-01-03,debit,0.23
de52cf53-9134-4a4d-a392-10756fe2c5be,6899.21,USD,2024-09-08,debit,0.6
7c7a3417-b43e-4e82-b8d3-f943308cab10,19443.73,EUR,2025-04-13,debit,0.83
fc439e76-0435-45d2-81e0-5573840d873d,10130.75,USD,2024-08-02,credit,0.38
c85482a7-222b-420c-8a49-0d8f74a475d8,18555.38,USD,2024-11-11,credit,0.51
d1b4457d-08d4-4758-9ae7-c4147d6d8827,14855.95,USD,2024-04-13,credit,0.83
8564ed06-18af-44bf-8931-414c4367d6d7,11731.79,GBP,2025-03-25,debit,0.4
78ff51a9-555d-439f-99a1-693c45366c1e,11123.71,EUR,2026-02-02,credit,0.53
5791df14-5cfe-4250-8ecd-fb815d835752,2988.93,USD,2025-05-11,debit,0.73
bcd96f03-b544-437b-9d99-10f8d6674dc7,2554.43,EUR,2025-11-02,debit,1.0
f988e36f-1302-4ab8-bd58-dd7442c5455a,430.39,USD,2024-11-07,credit,0.37
2c90de37-0864-4e27-883e-d4e554560760,14865.95,GBP,2024-03-10,credit,0.28
8b113b35-b8ad-408a-9fa9-87b09f8bbb58,7850.55,EUR,2025-01-26,credit,0.59
1252fdde-2d6f-45b3-adcd-218770b0c573,1071.23,USD,2024-10-24,debit,0.59
5aa864e4-c86a-4d33-8948-8f23877e1f72,7154.49,USD,2025-10-17,debit,0.92
a3912c4a-7083-4511-8947-e14b964c7fc3,756.09,EUR,2026-01-14,debit,0.75
89d10344-bc01-4b9a-a954-bbdd09fac2fb,11976.95,USD,2024-12-08,credit,0.05
1a15ea5a-a7de-40cc-849b-c57c5c15c293,17054.1,USD,2024-11-07,credit,0.67
0a6b0892-76bd-46d0-9d59-b73283d9f81e,17233.41,EUR,2024-11-29,credit,0.72
f259b21a-2e4d-4fbf-930e-4d004a816d40,8822.81,USD,2024-05-22,credit,0.76
3d690eb9-510f-4324-a3f5-76f48b6d7c05,9069.9,USD,2025-01-20,debit,1.0
d38f1e86-a343-4738-8a1e-5f640665952b,6116.34,USD,2025-10-29,credit,0.22
a2da8e09-6331-4411-919b-9290dc2732d1,2425.24,GBP,2024-07-27,credit,0.53
f466a523-06b7-4823-90f4-f33a711a7ab3,6867.18,GBP,2024-10-13,debit,0.07
fa586dcf-9d44-4d70-b2c3-cd07509d7de8,2580.66,USD,2025-12-21,credit,0.01
069f4f17-218a-427a-9748-d7bd78eef7f9,19027.36,USD,2024-09-20,debit,0.49
144e3926-f973-4873-8ebd-5fa79f342ded,17163.29,USD,2025-12-11,debit,0.6
d2f0c6c3-77be-4798-a943-6fb89992b0d9,13236.71,GBP,2025-01-03,debit,0.13
b4a9a52d-5f34-414a-b59b-28162f0c8065,10783.04,USD,2025-10-05,debit,0.11
58c9a60b-0418-4e09-9804-7415c45e0782,18948.19,USD,2026-03-05,credit,0.12
199dfbd1-7ffc-463a-a84a-ce35ea7053d4,19176.34,USD,2024-11-17,credit,0.6
7c77a395-091f-4659-860f-bf4f486e56dd,13679.34,USD,2025-11-09,credit,0.83
1a56ee47-36f1-4bc8-b35e-e4208d823f95,6164.1,USD,2025-10-29,credit,0.81
b7666725-0483-4a49-b303-a0f53032432b,2357.0,EUR,2024-12-18,debit,0.46
9505552d-3212-4784-a5fd-a6de53ac7940,2580.73,GBP,2025-12-04,credit,0.05
d5244db7-e93e-4353-b1f9-145a1339435d,11288.29,GBP,2025-07-05,credit,0.95
cb60aac7-0684-4d91-8161-ceda75b46a8a,18436.39,USD,2024-11-01,credit,0.78
09cae020-d5be-482e-b93c-0ea2ae78719d,11817.44,USD,2025-11-28,debit,0.86
c42e8fa3-c691-43f0-827f-280849ebf5d1,5557.7,GBP,2026-01-07,debit,0.75
6ae83264-e3fc-485e-9a77-3124deb20de1,14058.97,USD,2025-05-17,credit,0.95
a22fbee2-76c4-41c2-b5fa-efcbeac7ff93,17586.42,USD,2024-12-22,debit,0.99
042c17bd-5efb-41c9-b6d6-0fcd95744fe7,4740.9,USD,2024-05-25,credit,0.62
78cef0c6-4f6e-4917-907c-c4f777c3490f,9367.2,GBP,2024-10-20,credit,0.1
d5220497-14ad-4bbe-a090-2beb3d87f1ee,19403.95,USD,2025-02-28,debit,0.85
07ffba6b-51f8-42cd-a390-75089c948da1,15919.37,USD,2024-12-15,credit,0.17
36dd09b3-362d-4c5b-ab7d-85de1115fedf,16659.1,USD,2024-07-12,credit,0.61
cc315c8f-b658-4831-bbd6-d59478930127,4946.88,EUR,2025-04-25,debit,0.4
5fdb5970-b662-4178-871a-61e40888e985,14933.24,USD,2024-03-29,credit,0.96
94997c7e-47c6-4299-9b57-3dd69a367839,7263.5,USD,2026-01-12,debit,0.09
863bef92-31e1-4049-a48f-38f0aa680ad2,12495.25,USD,2025-11-26,debit,0.5
46535b3f-924a-4516-8379-45c60407deeb,8601.67,USD,2026-01-27,credit,0.85
2cdb6df7-5df4-4bc0-9c33-da986671ef09,7819.11,USD,2024-11-25,credit,0.29
8fcf458c-910a-4452-920b-b6683c431241,15040.1,GBP,2024-10-11,credit,0.46
67216262-0665-4bc5-95ba-4a0912fbac19,6957.47,USD,2024-04-07,debit,0.61
5f0f8c98-5b9f-4a68-9679-c16d6b3f8b58,11168.37,USD,2024-12-21,debit,0.2
c279be57-0972-4f76-bfba-17e4aacb16ad,7626.84,USD,2025-08-01,credit,0.08
3440ddc2-85a7-4d40-a2b1-00c3e0d1c966,11230.06,GBP,2025-02-22,debit,0.82
219bb924-87db-4afc-8bab-d6cd1bc28470,4513.13,USD,2024-05-18,credit,0.08
b8771533-5740-4503-8023-6d8ffdfafee0,1406.26,USD,2024-05-07,credit,0.33
d3fa0bac-4e8a-460a-b6ef-947a5e99f840,18969.53,EUR,2025-06-30,credit,0.55
b34a81f1-1cb2-44d3-b5dd-42e8c3c55594,10333.89,USD,2025-01-01,debit,0.66
698b8306-14d4-4f5f-b5e0-f9e36357d258,19211.69,EUR,2026-03-03,debit,0.06
60ce5026-c3d8-4c3c-ba3a-e409b793e950,19456.82,USD,2024-11-29,credit,0.05
a5dfce44-9a56-4f19-8b02-ddbeb160c4cc,18214.61,USD,2024-10-29,debit,0.03
79250d56-f7d8-4095-a79f-9e19067ce545,6747.4,EUR,2025-01-27,credit,0.66
02984288-3cd0-4a86-bc4c-465a7cba285c,5492.51,GBP,2025-04-11,debit,0.46
c33848fe-cf7b-4858-9a88-2b07293c08d8,14094.24,USD,2025-02-25,credit,0.71
1d23b1cd-e456-473c-abcc-e847d1dff865,820.24,USD,2024-05-05,debit,0.06
de80404f-a149-499f-8a93-938b5cd36c87,15206.39,GBP,2024-07-19,credit,0.08
469d1a07-25ea-4394-9917-139445fc7ac8,8670.41,GBP,2025-08-13,debit,0.43
495a6079-4e52-4d88-88ca-31b235bcaeee,14973.24,EUR,2024-05-01,debit,0.22
b3646587-d3c3-4cc8-8e90-401c9299fe1a,12818.94,EUR,2025-07-31,credit,0.32
3a2cc2f5-2bcd-42f1-b0b9-81c5444e4c4e,10814.9,USD,2024-04-09,debit,0.33
1dc8a33b-4b5b-4d2e-8f95-6b0bd10a7c5d,6500.35,USD,2025-01-11,debit,0.87
5883f349-d404-4521-91b6-a484229a4544,9928.16,USD,2024-09-17,credit,0.64
f7a320c9-6066-405e-b666-82da56e8797e,4276.77,USD,2026-01-05,debit,0.67
f54b4659-8ece-4833-abb0-357af4e5e180,15690.15,USD,2024-12-04,credit,0.98
a93b6fa4-ed04-4e59-a2cf-af96457bba4c,4797.96,USD,2025-08-27,debit,0.57
7a54fdfe-a60e-4b24-9e97-9566bb348f5f,14159.44,EUR,2024-08-06,debit,0.08
82ce3363-cd2a-49b4-bd2c-b5ac2e8aa969,8569.94,USD,2025-09-27,debit,0.42
43cc3c15-3fb8-4ce2-b768-dc83e216a1de,19520.58,USD,2025-01-16,credit,0.1
dd7a3200-b42c-4122-a21c-2590935f7126,5728.03,USD,2025-01-04,credit,0.67
73e74635-e73f-4059-a6a4-eaf23fdccce6,17074.39,USD,2026-02-09,debit,0.64
d2394c9a-c64c-49e5-b11c-f2f262b95b1a,3866.6,USD,2024-05-29,debit,0.58
35beddd1-7e7b-4514-bc93-2fc2a5fbf903,406.12,GBP,2024-11-18,credit,0.37
4c8a0bc7-82cf-4f8d-b8e0-5ae22b27de93,17770.14,USD,2025-09-23,credit,0.45
f84fe09a-fe89-4988-a6a2-611b0c0d62d2,4686.11,EUR,2024-04-13,credit,0.97
ef6118eb-8ad0-4de4-b8f6-58695c5af1e4,4621.63,USD,2025-08-28,credit,0.82
ab8a563b-a7b4-406c-b3ed-6f759ef76c2c,19847.48,GBP,2024-03-20,debit,0.33
34dbe22a-2b50-4392-9619-08e02f7899ef,545.16,GBP,2025-09-22,credit,0.12
3ce1ff34-1a9f-4e8d-8268-3f5212d0b1cc,18193.5,USD,2024-12-29,credit,0.74
21dfd4c4-8416-4ff6-a4f6-4a46eed43426,11678.42,GBP,2025-11-11,credit,0.17
8aaae0e6-253a-4b4b-b23a-fa9704d7d1cb,18913.68,GBP,2025-05-21,debit,0.92
7d7cc6e9-1bee-40f9-8b87-cc2ab40636ea,3967.44,USD,2025-12-02,credit,0.2
551625e7-fc6c-4f8b-9f95-0ed53eff47ae,2585.05,GBP,2025-10-27,credit,0.06
fabc2e96-e8d5-48d3-9503-c907f705a7a5,16538.12,USD,2025-03-09,credit,0.32
570e894a-d20d-4ce8-8e25-9c19ad4d7968,6020.93,USD,2025-12-11,debit,0.47
d9c0f17c-dcfb-4c83-8386-df86157a9281,10270.0,USD,2024-07-24,debit,0.38
aa5c70ad-4f08-4d51-85ec-132270f11580,8470.94,GBP,2025-07-09,credit,0.04
6e5afa2a-6a9f-4b70-8bf9-09ca238355fb,3126.17,USD,2025-05-29,credit,0.92
ab22eda4-cccd-4847-a00b-9862530cefc9,11756.13,USD,2025-11-15,debit,0.83
07d4d16e-baca-4820-8d04-449425433d21,2717.45,EUR,2025-04-15,credit,0.18
0af913c4-030f-4cfa-9f63-1cab52b812bf,18570.1,EUR,2024-07-24,credit,0.97
cf59c122-e71b-4957-b35d-f1c5ac974fa6,11874.92,USD,2025-08-02,debit,0.3
4fc0c0e8-7853-42e0-a3f7-0b6374fa46af,3141.93,USD,2024-08-12,debit,0.82
c268880d-e7c2-4282-9ec0-fc650977f18c,10026.17,USD,2024-10-25,credit,0.45
44cde9a7-9430-4302-b3c4-c01facbb0579,17629.3,EUR,2024-08-21,debit,0.58
85b07603-99fa-49cc-bf74-e017cfefd4de,9785.44,USD,2024-06-11,credit,0.54
8475c551-c38f-42e0-b447-6516f51c44a0,13120.79,EUR,2025-02-27,debit,0.54
829649d1-5f8f-4f1f-bfa5-4e5684212cb2,19427.43,USD,2025-10-15,credit,0.82
0c41c069-5f53-4794-b41f-4244c99696f1,19771.39,USD,2025-07-01,debit,0.06
8c13ccf8-f961-427a-8e92-720d56cc629e,10699.74,EUR,2025-01-30,debit,0.09
f8d38839-95d5-4ac2-b5b7-019a9bdadb4c,18232.31,EUR,2025-03-05,debit,0.43
8523c348-88a0-4709-a553-793ba40e9015,690.44,USD,2025-07-14,credit,0.66
6fab02db-6012-401f-8661-cfd8535d51c3,9042.87,USD,2026-02-01,debit,0.59
b00498f6-67bb-40fb-9d64-c9a02b7ecda9,10473.55,USD,2024-08-04,credit,0.63
c4295fc1-caa4-4530-9aae-babfe859fdf0,663.29,USD,2024-11-29,credit,0.27
da288f52-4110-48c6-b8c6-900e2c1f06d9,11431.48,USD,2024-07-22,credit,0.68
760bde3c-14c3-4e7f-9a0b-b2c5fc65b50a,16561.52,USD,2025-02-17,credit,0.49
c43e86a3-2b53-4b3c-998c-c25f5bbca56f,456.9,EUR,2024-07-15,debit,0.91
1f36ff1f-0867-4838-8847-d67ffa1963e4,14357.71,GBP,2025-10-29,credit,0.19
d68f2749-ff77-452e-b848-3cd47fd75c3c,5882.82,USD,2025-09-08,debit,0.11
6b3edac6-6844-474d-921e-0fd0bbfaedf4,8293.8,GBP,2024-06-01,credit,0.8
84deed7d-1b98-41c6-b80f-7a486a66b813,466.44,USD,2025-11-17,debit,0.01
5b1dcda7-1038-44ff-9a06-25a5360a8bf9,15766.23,GBP,2025-08-06,debit,0.63
c88ad116-fdcb-44b4-8951-996d77ed2ff8,8409.85,EUR,2025-03-01,debit,0.69
7ba2a17c-e4e7-49a4-9418-02916bd47286,4038.45,EUR,2024-05-07,credit,0.96
12d1c923-e8f9-4041-ad33-58e07cda41d9,18774.98,USD,2025-07-16,credit,0.06
15bafbc9-eb3c-41b9-92b4-ad97d662f148,6082.8,USD,2024-12-08,credit,0.55
b82389f2-f473-4bf6-a129-f7fa2d0aaf4b,8401.28,USD,2025-10-05,credit,0.03
ab4e0f49-02cb-411b-b5a6-4ce02e8fa3a5,2176.25,USD,2025-09-08,credit,0.49
468987d5-129d-4ff1-8242-1de1b0396c36,8252.0,USD,2026-02-28,credit,0.44
15b7da5d-516b-49cc-8907-e2d80300e59e,7845.5,USD,2025-06-29,credit,0.45
c54d7680-e627-4375-ac0c-27d601e29ec6,1365.05,USD,2025-06-29,debit,0.41
9d1590b6-c91c-463b-a312-191eb7dda0e7,12074.49,USD,2024-04-11,credit,0.76
1b12f58c-ee76-49c4-b57b-2a1de2cb915b,8027.91,EUR,2024-08-10,credit,0.52
b04219d6-a8bd-453c-a2be-93bcf098c36c,6415.29,GBP,2025-10-05,credit,0.45
6b348e65-d1b3-4036-ad92-fc137917c896,8352.22,EUR,2025-04-04,debit,0.36
ee1abbbf-329d-4f8a-983e-351b4f29871c,5825.06,USD,2025-08-01,debit,0.5
28a7e2ee-b118-4bc6-81ab-8ada657b192f,3883.68,USD,2024-04-29,credit,0.43
8d537dc5-d0c1-4e17-bb08-2524a8697266,2676.1,EUR,2026-02-01,credit,0.02
9d6a2860-e875-49a8-ba0c-52c6a0391b0f,6040.5,EUR,2026-01-25,debit,0.23
257306f5-0b2d-4f12-93a8-b0b564a0fbf6,10518.88,EUR,2025-12-30,debit,0.85
8d1f4c3a-7bc4-4020-94f5-ffaf22d06749,19815.37,USD,2025-10-17,debit,0.27
2664cead-d2a0-40c6-a87b-3703d5cf4ac6,13281.63,USD,2024-12-29,credit,0.83
cc17a894-fe0e-45b2-828d-8133021173bd,15180.03,USD,2024-04-26,credit,0.63
9e105eaa-d591-4454-969f-b1f999a93eba,14192.67,GBP,2026-01-14,debit,0.6
c5e0f800-a807-4c40-954e-2f318b7d7e3f,8587.88,GBP,2025-07-16,debit,0.18
61fe9919-c011-4751-837b-38ae9bf2cf24,4135.55,USD,2025-03-15,credit,0.9
b76ff86d-9b3d-4be0-863a-e1c522117c99,15554.29,GBP,2025-04-16,debit,0.31
a367e6b5-fb4d-4cc2-8693-3b300f17fd38,6627.41,EUR,2025-08-30,credit,0.22
04886f82-f802-4313-aea5-f4efc81fa00d,4060.8,EUR,2024-08-13,credit,0.95
87c4d1d7-14ba-4bf1-93e7-c8b377b10e66,19560.62,USD,2025-01-21,credit,0.89
ba2aa3de-9750-4d02-80f2-b3d14dd61747,13421.29,USD,2024-04-19,credit,0.47
f0f51f1d-dab8-4259-a795-aed0c9d70bac,6178.09,USD,2026-01-01,debit,0.49
bb71be78-74db-4121-89fc-25aead7e32f5,3599.71,USD,2025-06-11,credit,0.38
d92aefab-8201-460d-aa54-771f8e7eb763,15100.92,GBP,2025-01-07,debit,0.87
93931916-f6f3-454d-9a98-b5a14a91b456,13165.87,GBP,2025-09-10,credit,0.71
2fa4c3d5-b51c-41db-ab34-bcfeec811245,19537.87,USD,2025-05-27,debit,0.22
f17c6bbe-706b-41f6-8a79-b4c71b692db8,11276.3,GBP,2025-12-17,credit,0.14
14a32bf4-f026-4157-9551-dacf9a90d9eb,17953.24,USD,2024-04-16,debit,0.95
23067a87-b482-4680-adf2-d7d4ef0ed496,17710.63,USD,2026-01-12,credit,0.09
